Source,Target,Type,Weight,cooc,npmi,jaccard,surprise,is_new
t:箇所,t:若冲,Undirected,1.0,2,1.0,1.0,-1.0,False
t:人魚,t:琵琶湖博物館,Undirected,1.0,2,1.0,1.0,1.0,True
t:人魚,t:生態,Undirected,1.0,2,1.0,1.0,1.0,True
t:人魚,t:考察,Undirected,1.0,2,1.0,1.0,1.0,True
t:琵琶湖博物館,t:生態,Undirected,1.0,2,1.0,1.0,1.0,True
t:琵琶湖博物館,t:考察,Undirected,1.0,2,1.0,1.0,1.0,True
t:生態,t:考察,Undirected,1.0,2,1.0,1.0,1.0,True
t:人気投票,t:宇和島市立伊達博物館,Undirected,1.0,2,1.0,1.0,1.0,True
t:妖怪画コレクション,t:福岡市博物館収蔵,Undirected,0.942,3,0.942,0.75,-1.0,False
t:幽霊,t:福岡市博物館収蔵,Undirected,0.942,3,0.942,0.75,-1.0,False
t:特別展,t:福岡市博物館収蔵,Undirected,0.942,3,0.942,0.75,-1.0,False
t:売買,t:宗教法人,Undirected,0.9325,6,0.9325,0.75,-0.931,False
t:トレード,t:コラボメニュー,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:トレード,t:フェアトレード商品,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:総合文化政策学部フェア,t:コラボメニュー,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:総合文化政策学部フェア,t:フェアトレード商品,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:不安視,t:継続,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:雇用,t:継続,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:metavoyage,t:デジタルストーリーテリングラボ,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:niboshi,t:デジタルストーリーテリングラボ,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:ライブ,t:デジタルストーリーテリングラボ,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:存廃,t:説明,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:立ち上げる,t:説明,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:綿江彰禅さん,t:説明,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:関わる,t:説明,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:マネロン,t:不正利用,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:宗教,t:不正利用,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:脱税,t:不正利用,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:創出,t:発信,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:食文化ストーリー,t:発信,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:プラットフォーム,t:漫画,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:伊藤学司,t:漫画,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:フォーラム,t:別府大学,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:フォーラム,t:開く,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:九州沖縄,t:別府大学,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:九州沖縄,t:開く,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:地域連携,t:別府大学,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:地域連携,t:開く,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:持ち掛ける,t:アンケート,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:持ち掛ける,t:事例,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:試算,t:アンケート,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:試算,t:事例,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:今秋,t:過去最多,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:今秋,t:非公開文化財,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:作品,t:過去最多,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:作品,t:非公開文化財,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:箇所,t:過去最多,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:箇所,t:非公開文化財,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:若冲,t:過去最多,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:若冲,t:非公開文化財,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:人魚,t:コラボ,Undirected,0.9244,2,0.9244,0.6667,1.0,True
t:人魚,t:滋賀,Undirected,0.9244,2,0.9244,0.6667,1.0,True
t:琵琶湖博物館,t:コラボ,Undirected,0.9244,2,0.9244,0.6667,1.0,True
t:琵琶湖博物館,t:滋賀,Undirected,0.9244,2,0.9244,0.6667,1.0,True
t:生態,t:コラボ,Undirected,0.9244,2,0.9244,0.6667,1.0,True
t:生態,t:滋賀,Undirected,0.9244,2,0.9244,0.6667,1.0,True
t:考察,t:コラボ,Undirected,0.9244,2,0.9244,0.6667,1.0,True
t:考察,t:滋賀,Undirected,0.9244,2,0.9244,0.6667,1.0,True
t:福岡市博物館収蔵,t:多種,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:フェアトレード商品,t:使用,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:アクション,t:始動,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:デジタル,t:文化財保存活用推進,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
org:mext,t:博物館資料,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:アワード,t:スポーツ,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:彦根城,t:要望書,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:群馬,t:長野原町,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:中期目標,t:想定,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:想定,t:閉館,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:シンポ,t:神戸,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:佐渡,t:出資,Undirected,0.9244,2,0.9244,0.6667,-0.923,False
t:スタンプラリー開催,t:周年記念,Undirected,0.9244,2,0.9244,0.6667,1.0,True
org:kanko_cho,t:報道発表,Undirected,0.9049,6,0.9049,0.6667,-0.931,False
t:報道発表,t:拠点計画,Undirected,0.9049,6,0.9049,0.6667,-0.931,False
t:彦根城,policy:sekai_bunka_isan,Undirected,0.8969,3,0.8969,0.6,-0.8949,False
t:ノルマ,t:国立博物館,Undirected,0.8969,3,0.8969,0.6,-0.8949,False
t:公募型プロポーザル,t:観光コンテンツ強化事業,Undirected,0.8969,3,0.8969,0.6,-0.1122,False
t:文化財保存活用地域,t:計画,Undirected,0.8884,11,0.8884,0.6875,-0.9078,False
t:拠点計画,policy:bunka_kanko_suishinho,Undirected,0.8855,9,0.8855,0.6429,0.1252,False
t:お知らせ,t:ニュース,Undirected,0.8777,7,0.8777,0.6364,-0.9041,False
t:妖怪画コレクション,t:多種,Undirected,0.8707,2,0.8707,0.5,-0.923,False
t:幽霊,t:多種,Undirected,0.8707,2,0.8707,0.5,-0.923,False
t:特別展,t:多種,Undirected,0.8707,2,0.8707,0.5,-0.923,False
t:ノイズム,t:新潟市,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:位置付け,t:新潟市,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:交流支援制度,t:向け,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:文化芸術団体等,t:向け,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:施設等,t:向け,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:プラットフォーム,t:長官,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:伊藤学司,t:長官,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:iPod,t:枚目,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:案提示,t:枚目,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:補償金,t:枚目,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:レポーター,t:就任,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:レポーター,t:魅力,Undirected,0.8707,2,0.8707,0.5,-1.0,False
t:今井春花,t:就任,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:今井春花,t:魅力,Undirected,0.8707,2,0.8707,0.5,-1.0,False
t:人魚,t:監督,Undirected,0.8707,2,0.8707,0.5,1.0,True
t:琵琶湖博物館,t:監督,Undirected,0.8707,2,0.8707,0.5,1.0,True
t:生態,t:監督,Undirected,0.8707,2,0.8707,0.5,1.0,True
t:考察,t:監督,Undirected,0.8707,2,0.8707,0.5,1.0,True
t:アクション,policy:bunkazai_bosai,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:要望書,t:提出,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:想定,t:国立,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:想定,t:枚目,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:スタンプラリー開催,t:生きる,Undirected,0.8707,2,0.8707,0.5,0.8635,True
t:販売,t:限定,Undirected,0.8707,2,0.8707,0.5,0.1844,False
t:文化芸術振興会,t:沖縄県立博物館,Undirected,0.8707,2,0.8707,0.5,-0.8684,False
t:奈良,t:奈良県,Undirected,0.8707,2,0.8707,0.5,0.1844,False
policy:juyo_bunkazai,t:遺跡出土品,Undirected,0.8707,2,0.8707,0.5,0.1844,False
policy:juyo_bunkazai,t:保存修理工事,Undirected,0.8707,2,0.8707,0.5,-0.923,False
t:スタンプラリー,t:生きる,Undirected,0.8707,2,0.8707,0.5,-0.2999,False
t:お知らせ,t:紡ぐ,Undirected,0.8678,5,0.8678,0.5556,-0.8648,False
t:ニュース,t:紡ぐ,Undirected,0.8678,5,0.8678,0.5556,-0.8919,False
t:トレード,t:使用,Undirected,0.8487,2,0.8487,0.5,-0.846,False
t:総合文化政策学部フェア,t:使用,Undirected,0.8487,2,0.8487,0.5,-0.846,False
t:別府大学,t:開く,Undirected,0.8487,2,0.8487,0.5,-0.846,False
t:アンケート,t:事例,Undirected,0.8487,2,0.8487,0.5,-0.846,False
t:中期目標,t:閉館,Undirected,0.8487,2,0.8487,0.5,-0.846,False
t:過去最多,t:非公開文化財,Undirected,0.8487,2,0.8487,0.5,-0.846,False
t:コラボ,t:滋賀,Undirected,0.8487,2,0.8487,0.5,1.0,True
t:牧野植物園,t:高知県立,Undirected,0.8487,2,0.8487,0.5,-0.846,False
t:紡ぐ,t:歴史,Undirected,0.8441,5,0.8441,0.5,-0.8648,False
t:会社,t:助成金,Undirected,0.8291,2,0.8291,0.4,-0.826,False
t:坊ちゃん劇場運営,t:助成金,Undirected,0.8291,2,0.8291,0.4,-0.826,False
t:要望書,policy:sekai_bunka_isan,Undirected,0.8291,2,0.8291,0.4,-0.826,False
t:想定,t:明記,Undirected,0.8291,2,0.8291,0.4,-0.8684,False
t:多種,t:展示,Undirected,0.8291,2,0.8291,0.4,-0.8684,False
t:助成金,t:寄付金,Undirected,0.8291,2,0.8291,0.4,-0.826,False
t:助成金,t:不正受給,Undirected,0.8291,2,0.8291,0.4,-0.826,False
t:政策,t:経産省,Undirected,0.8291,2,0.8291,0.4,-0.8684,False
t:文化機関,t:決定,Undirected,0.8291,2,0.8291,0.4,-0.826,False
org:kanko_cho,t:拠点計画,Undirected,0.8098,6,0.8098,0.5,-0.8619,False
t:デジタルストーリーテリングラボ,t:総合文化政策学部,Undirected,0.8021,3,0.8021,0.375,-0.7982,False
t:報道発表,policy:bunka_kanko_suishinho,Undirected,0.8012,6,0.8012,0.4286,-0.8144,False
t:トレード,t:販売,Undirected,0.7951,2,0.7951,0.4,-0.846,False
t:総合文化政策学部フェア,t:販売,Undirected,0.7951,2,0.7951,0.4,-0.846,False
t:持ち掛ける,t:売買,Undirected,0.7951,2,0.7951,0.3333,-0.7913,False
t:試算,t:売買,Undirected,0.7951,2,0.7951,0.3333,-0.7913,False
t:始動,policy:bunkazai_bosai,Undirected,0.7951,2,0.7951,0.4,-0.7913,False
t:漫画,t:長官,Undirected,0.7951,2,0.7951,0.4,-0.7913,False
t:彦根城,t:提出,Undirected,0.7951,2,0.7951,0.4,-0.7913,False
t:中期目標,t:国立,Undirected,0.7951,2,0.7951,0.4,-0.7913,False
t:中期目標,t:枚目,Undirected,0.7951,2,0.7951,0.4,-0.7913,False
t:想定,t:解説,Undirected,0.7951,2,0.7951,0.3333,-0.826,False
t:閉館,t:国立,Undirected,0.7951,2,0.7951,0.4,-0.7913,False
t:閉館,t:枚目,Undirected,0.7951,2,0.7951,0.4,-0.7913,False
t:周年記念,t:生きる,Undirected,0.7951,2,0.7951,0.4,0.8635,True
t:非公開文化財,t:京都府,Undirected,0.7951,2,0.7951,0.4,-0.846,False
t:コラボ,t:監督,Undirected,0.7951,2,0.7951,0.4,1.0,True
t:滋賀,t:監督,Undirected,0.7951,2,0.7951,0.4,1.0,True
t:観光コンテンツ強化事業,t:委託,Undirected,0.7951,2,0.7951,0.4,-0.8684,False
t:沖縄県立博物館,t:美ら島財団,Undirected,0.7951,2,0.7951,0.4,-0.7913,False
t:歴史文化,t:計画認定,Undirected,0.7951,2,0.7951,0.4,-0.846,False
policy:hakubutsukanho,t:改正,Undirected,0.7724,13,0.7724,0.5,-0.7659,False
org:kanko_cho,policy:bunka_kanko_suishinho,Undirected,0.7701,7,0.7701,0.4375,-0.8124,False
t:会議,t:向ける,Undirected,0.7663,2,0.7663,0.2857,-0.7621,False
t:公募,t:県立施設指定管理,Undirected,0.7663,2,0.7663,0.2857,-0.7621,False
t:観光,t:資源,Undirected,0.7663,2,0.7663,0.2857,0.0809,False
t:福岡市博物館収蔵,t:展示,Undirected,0.7535,2,0.7535,0.3333,-0.7913,False
t:不正利用,t:活動,Undirected,0.7535,2,0.7535,0.3333,-0.749,False
t:中期目標,t:明記,Undirected,0.7535,2,0.7535,0.3333,-0.7913,False
t:閉館,t:明記,Undirected,0.7535,2,0.7535,0.3333,-0.7913,False
t:提言,t:高知,Undirected,0.7535,2,0.7535,0.3333,-0.749,False
t:トーク,t:芸術,Undirected,0.7535,2,0.7535,0.3333,-0.7913,False
t:芸術,t:受賞,Undirected,0.7535,2,0.7535,0.3333,0.349,False
t:センター,t:発展,Undirected,0.7535,2,0.7535,0.3333,0.349,False
t:上映,t:総合文化政策学部,Undirected,0.7414,2,0.7414,0.25,-0.7367,False
t:字幕担当作品,t:総合文化政策学部,Undirected,0.7414,2,0.7414,0.25,-0.7367,False
t:映像翻訳ラボ,t:総合文化政策学部,Undirected,0.7414,2,0.7414,0.25,-0.7367,False
t:metavoyage,t:プロジェクト,Undirected,0.7414,2,0.7414,0.25,-0.7367,False
t:metavoyage,t:総合文化政策学部,Undirected,0.7414,2,0.7414,0.25,-0.7367,False
t:niboshi,t:プロジェクト,Undirected,0.7414,2,0.7414,0.25,-0.7367,False
t:niboshi,t:総合文化政策学部,Undirected,0.7414,2,0.7414,0.25,-0.7367,False
t:ライブ,t:プロジェクト,Undirected,0.7414,2,0.7414,0.25,-0.7367,False
t:ライブ,t:総合文化政策学部,Undirected,0.7414,2,0.7414,0.25,-0.7367,False
t:持ち掛ける,t:宗教法人,Undirected,0.7414,2,0.7414,0.25,-0.7367,False
t:試算,t:宗教法人,Undirected,0.7414,2,0.7414,0.25,-0.7367,False
t:宗教法人,t:ガイドライン策定,Undirected,0.7414,2,0.7414,0.25,-0.7367,False
t:枚目,t:国立,Undirected,0.7414,2,0.7414,0.3333,-0.7367,False
t:就任,t:魅力,Undirected,0.7414,2,0.7414,0.3333,-0.8684,False
t:京都府,t:京都,Undirected,0.7414,2,0.7414,0.3333,-0.846,False
t:スタート,t:劇場,Undirected,0.7414,2,0.7414,0.25,-0.7367,False
t:報道発表,t:地域計画,Undirected,0.7273,5,0.7273,0.3333,-0.7384,False
t:売買,t:アンケート,Undirected,0.7195,2,0.7195,0.2857,-0.7143,False
t:売買,t:事例,Undirected,0.7195,2,0.7195,0.2857,-0.7143,False
t:中期目標,t:解説,Undirected,0.7195,2,0.7195,0.2857,-0.749,False
t:閉館,t:解説,Undirected,0.7195,2,0.7195,0.2857,-0.749,False
t:お知らせ,t:歴史,Undirected,0.7118,5,0.7118,0.3571,-0.7297,False
t:ニュース,t:歴史,Undirected,0.7118,5,0.7118,0.3571,-0.7568,False
org:kanko_cho,t:地域計画,Undirected,0.7061,6,0.7061,0.3529,-0.7454,False
t:拠点計画,t:地域計画,Undirected,0.7061,6,0.7061,0.3529,0.3278,False
t:定める,t:登録,Undirected,0.7041,3,0.7041,0.2308,-0.6983,False
t:妖怪画コレクション,t:展示,Undirected,0.6998,2,0.6998,0.2857,-0.7913,False
t:幽霊,t:展示,Undirected,0.6998,2,0.6998,0.2857,-0.7913,False
t:特別展,t:展示,Undirected,0.6998,2,0.6998,0.2857,-0.7913,False
policy:sekai_bunka_isan,t:提出,Undirected,0.6998,2,0.6998,0.2857,-0.6943,False
t:公募型プロポーザル,t:委託,Undirected,0.6998,2,0.6998,0.2857,-0.7913,False
t:枚目,t:明記,Undirected,0.6998,2,0.6998,0.2857,-0.7367,False
t:国立,t:明記,Undirected,0.6998,2,0.6998,0.2857,-0.7367,False
t:センター,t:京都,Undirected,0.6998,2,0.6998,0.2857,0.417,False
t:拠点計画,t:認定,Undirected,0.6967,9,0.6967,0.3103,-0.1561,False
t:ノルマ,t:稼ぐ,Undirected,0.6907,2,0.6907,0.25,-0.6851,False
t:牧野植物園,t:高知県,Undirected,0.6907,2,0.6907,0.25,-0.6851,False
t:牧野植物園,t:公募,Undirected,0.6907,2,0.6907,0.25,-0.6851,False
t:高知県立,t:公募,Undirected,0.6907,2,0.6907,0.25,-0.6851,False
t:会議,t:対策,Undirected,0.6907,2,0.6907,0.25,-0.6851,False
t:高知,t:文化芸術,Undirected,0.6907,2,0.6907,0.25,-0.6851,False
t:高知県,t:中田宏,Undirected,0.6907,2,0.6907,0.25,-0.6851,False
t:年モクチャウ,policy:bunka_kanko,Undirected,0.682,2,0.682,0.1818,0.5333,True
t:週間,policy:bunka_kanko,Undirected,0.682,2,0.682,0.1818,0.5333,True
t:不安,t:施設,Undirected,0.682,2,0.682,0.1818,-0.6762,False
t:施設,t:見直し,Undirected,0.682,2,0.682,0.1818,-0.6762,False
t:施設,t:重視,Undirected,0.682,2,0.682,0.1818,-0.6762,False
t:AGU,t:総合文化政策学部,Undirected,0.6658,2,0.6658,0.2222,-0.6597,False
t:ライフ,t:総合文化政策学部,Undirected,0.6658,2,0.6658,0.2222,-0.6597,False
t:宗教法人,t:不正利用,Undirected,0.6658,2,0.6658,0.2222,-0.6597,False
t:宗教法人,t:アンケート,Undirected,0.6658,2,0.6658,0.2222,-0.6597,False
t:宗教法人,t:事例,Undirected,0.6658,2,0.6658,0.2222,-0.6597,False
t:デジタルストーリーテリングラボ,t:プロジェクト,Undirected,0.6658,2,0.6658,0.2222,-0.6597,False
t:枚目,t:解説,Undirected,0.6658,2,0.6658,0.25,-0.6943,False
t:国立,t:解説,Undirected,0.6658,2,0.6658,0.25,-0.6943,False
policy:bunka_kanko_suishinho,t:地域計画,Undirected,0.6626,7,0.6626,0.3333,0.3711,False
t:観光コンテンツ強化事業,t:活用,Undirected,0.6622,3,0.6622,0.1875,0.3827,False
t:政策,t:未来,Undirected,0.6582,2,0.6582,0.25,-0.6943,False
t:決定,t:助成,Undirected,0.6582,2,0.6582,0.25,-0.6519,False
t:提言,t:団体,Undirected,0.6582,2,0.6582,0.25,-0.6519,False
t:公募,t:高知県,Undirected,0.6581,3,0.6581,0.2727,-0.6513,False
t:地域,t:展開,Undirected,0.654,3,0.654,0.25,0.4173,False
t:要望書,t:登録,Undirected,0.6509,2,0.6509,0.1538,-0.6445,False
t:学会,t:日本,Undirected,0.6509,2,0.6509,0.1538,0.417,False
t:令和,t:研修,Undirected,0.6509,2,0.6509,0.1538,-0.6445,False
t:世界,t:育成,Undirected,0.6438,2,0.6438,0.2,-0.6597,False
t:長野原町,t:文化財保存活用地域,Undirected,0.637,2,0.637,0.1429,-0.6304,False
policy:bunka_kanko_suishinho,t:件認定,Undirected,0.637,2,0.637,0.1429,-0.6445,False
t:公募,t:選定,Undirected,0.637,2,0.637,0.2222,-0.6304,False
t:地域計画,t:長岡市文化財保存活用,Undirected,0.637,2,0.637,0.1429,-0.6445,False
t:地域計画,t:森町文化財保存活用,Undirected,0.637,2,0.637,0.1429,-0.6445,False
t:報道発表,t:認定,Undirected,0.6304,6,0.6304,0.2069,-0.6673,False
t:保存,t:文化財,Undirected,0.6277,6,0.6277,0.25,-0.0065,False
policy:bunka_kanko_suishinho,t:認定,Undirected,0.6265,10,0.6265,0.303,-0.0808,False
t:人魚,t:学芸員,Undirected,0.6242,2,0.6242,0.1333,0.8635,True
t:琵琶湖博物館,t:学芸員,Undirected,0.6242,2,0.6242,0.1333,0.8635,True
t:生態,t:学芸員,Undirected,0.6242,2,0.6242,0.1333,0.8635,True
t:考察,t:学芸員,Undirected,0.6242,2,0.6242,0.1333,0.8635,True
org:mext,t:廃棄,Undirected,0.6242,2,0.6242,0.1333,-0.6445,False
t:明記,t:解説,Undirected,0.6242,2,0.6242,0.2222,-0.6943,False
t:団体,t:求める,Undirected,0.6242,2,0.6242,0.2222,-0.6173,False
t:地域,t:生かす,Undirected,0.6242,2,0.6242,0.1818,-0.6373,False
t:基準改正案,t:廃棄,Undirected,0.6242,2,0.6242,0.1333,-0.6445,False
t:廃棄,t:慎重,Undirected,0.6242,2,0.6242,0.1333,-0.6445,False
t:廃棄,t:収蔵資料,Undirected,0.6242,2,0.6242,0.1333,-0.6445,False
t:廃棄,t:奈良県立,Undirected,0.6242,2,0.6242,0.1333,-0.6445,False
t:廃棄,t:葛藤,Undirected,0.6242,2,0.6242,0.1333,0.2413,False
t:管理,t:資料,Undirected,0.6242,2,0.6242,0.1818,0.143,False
t:セミナー,t:学芸員,Undirected,0.6242,2,0.6242,0.1333,-0.6597,False
t:求める,t:運営,Undirected,0.6172,3,0.6172,0.2308,-0.6313,False
t:廃棄,t:基準,Undirected,0.6172,3,0.6172,0.1875,-0.6983,False
t:創出,t:事業,Undirected,0.6121,2,0.6121,0.125,-0.6051,False
t:食文化ストーリー,t:事業,Undirected,0.6121,2,0.6121,0.125,-0.6051,False
t:文化財保存活用推進,t:事業,Undirected,0.6121,2,0.6121,0.125,-0.6051,False
t:文化財保存活用推進,t:活用,Undirected,0.6121,2,0.6121,0.125,-0.6173,False
t:奈良県,t:保存,Undirected,0.6121,2,0.6121,0.2,0.511,False
policy:bunkazai_bosai,t:プロジェクト,Undirected,0.6121,2,0.6121,0.2,-0.6051,False
t:プロジェクト,t:クラウドファンディング,Undirected,0.6121,2,0.6121,0.2,-0.6051,False
t:活用,t:役場,Undirected,0.6121,2,0.6121,0.125,-0.6173,False
policy:shitei_kanrisha,t:ノウハウ,Undirected,0.6121,2,0.6121,0.125,-0.6051,False
policy:shitei_kanrisha,t:功罪,Undirected,0.6121,2,0.6121,0.125,-0.6051,False
t:収蔵庫,t:満杯,Undirected,0.6121,2,0.6121,0.2,-0.6051,False
t:牧野植物園,t:施設,Undirected,0.6064,2,0.6064,0.1667,-0.5992,False
t:改正,t:成立,Undirected,0.6008,2,0.6008,0.1176,-0.5936,False
policy:hakubutsukanho,t:定める,Undirected,0.598,3,0.598,0.1364,-0.59,False
t:受賞,t:文化政策,Undirected,0.598,3,0.598,0.1364,0.4466,False
t:国立博物館,t:稼ぐ,Undirected,0.5954,2,0.5954,0.2,-0.588,False
t:提言,t:高知県,Undirected,0.5954,2,0.5954,0.2,-0.588,False
t:提言,t:文化芸術,Undirected,0.5954,2,0.5954,0.2,-0.588,False
t:劇場,t:指定管理,Undirected,0.5804,3,0.5804,0.2143,-0.5721,False
t:彦根城,t:登録,Undirected,0.5752,2,0.5752,0.1429,-0.5675,False
t:受賞,t:日本,Undirected,0.5752,2,0.5752,0.1429,0.5334,False
t:宗教法人,t:活動,Undirected,0.5705,2,0.5705,0.1818,-0.5627,False
t:劇場,t:公演,Undirected,0.5705,2,0.5705,0.1818,-0.5627,False
t:群馬,t:文化財保存活用地域,Undirected,0.5614,2,0.5614,0.1333,-0.5534,False
t:文化財保存活用地域,t:歴史文化,Undirected,0.5614,2,0.5614,0.1333,-0.5534,False
t:公募型プロポーザル,t:活用,Undirected,0.5591,3,0.5591,0.1667,0.2705,False
t:紡ぐ,policy:nihon_isan,Undirected,0.5559,5,0.5559,0.1389,-0.6122,False
t:ノイズム,t:文化政策,Undirected,0.5527,2,0.5527,0.0909,-0.5534,False
t:位置付け,t:文化政策,Undirected,0.5527,2,0.5527,0.0909,-0.5534,False
t:室内,t:文化政策,Undirected,0.5527,2,0.5527,0.0909,-0.5534,False
t:楽団,t:文化政策,Undirected,0.5527,2,0.5527,0.0909,-0.5534,False
policy:hakubutsukanho,t:成立,Undirected,0.5527,2,0.5527,0.0909,-0.5446,False
policy:hakubutsukanho,t:基準改正案,Undirected,0.5527,2,0.5527,0.0909,-0.5446,False
t:文化政策,t:ラウンドテーブル高知,Undirected,0.5527,2,0.5527,0.0909,-0.5534,False
t:文化政策,t:カンヌ,Undirected,0.5527,2,0.5527,0.0909,-0.5534,False
t:文化政策,t:現地レポート,Undirected,0.5527,2,0.5527,0.0909,-0.5534,False
t:文化政策,t:自治体,Undirected,0.5527,2,0.5527,0.0909,0.511,False
t:博物館資料,t:廃棄,Undirected,0.5485,2,0.5485,0.125,-0.5675,False
t:コラボ,t:学芸員,Undirected,0.5485,2,0.5485,0.125,0.8635,True
t:滋賀,t:学芸員,Undirected,0.5485,2,0.5485,0.125,0.8635,True
t:廃棄,t:反対,Undirected,0.5485,2,0.5485,0.125,-0.5675,False
policy:hakubutsukanho,policy:hakubutsukan_toroku,Undirected,0.548,4,0.548,0.1667,-0.5385,False
t:デジタル,t:事業,Undirected,0.5365,2,0.5365,0.1176,-0.5281,False
t:デジタル,t:活用,Undirected,0.5365,2,0.5365,0.1176,-0.5403,False
t:発信,t:事業,Undirected,0.5365,2,0.5365,0.1176,-0.5281,False
t:群馬,t:事業,Undirected,0.5365,2,0.5365,0.1176,-0.5281,False
t:美ら島財団,policy:shitei_kanrisha,Undirected,0.5365,2,0.5365,0.1176,-0.5281,False
t:活用,t:整備,Undirected,0.5365,2,0.5365,0.1176,-0.5403,False
t:生かす,t:事業,Undirected,0.5365,2,0.5365,0.1176,-0.5281,False
t:イベント,t:記念,Undirected,0.5365,2,0.5365,0.1667,0.0137,False
org:kanko_cho,t:認定,Undirected,0.5353,6,0.5353,0.1875,-0.5982,False
t:地域計画,t:認定,Undirected,0.5352,8,0.5352,0.2286,0.022,False
t:観光,t:無い,Undirected,0.5327,2,0.5327,0.1667,-0.6173,False
t:生きる,policy:nihon_isan,Undirected,0.5293,4,0.5293,0.1111,0.1248,False
t:提言,t:運営,Undirected,0.5289,2,0.5289,0.1538,-0.5403,False
t:団体,t:運営,Undirected,0.5289,2,0.5289,0.1538,-0.5403,False
t:向け,t:登録,Undirected,0.5216,2,0.5216,0.1333,-0.5129,False
t:提出,t:登録,Undirected,0.5216,2,0.5216,0.1333,-0.5129,False
t:日本,t:記憶,Undirected,0.5216,2,0.5216,0.1333,-0.5281,False
t:資料,t:博物館,Undirected,0.5079,7,0.5079,0.175,0.5905,False
t:文化財保存活用地域,t:計画認定,Undirected,0.5078,2,0.5078,0.125,-0.5534,False
t:地域計画,t:策定,Undirected,0.5078,2,0.5078,0.125,-0.5129,False
t:稼ぐ,t:収蔵庫,Undirected,0.5078,2,0.5078,0.1538,-0.4988,False
t:運営,policy:shitei_kanrisha,Undirected,0.5067,4,0.5067,0.1818,-0.5194,False
